인천공항 일별 시간대별 여객(2016~2019),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
일자,국내/국제,도착/출발,00시,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시
2016년 02월 10일,국제,도착,0,138,639,0,"3,180","6,232","7,685","3,631","3,866","3,432","1,600","4,778","3,684","4,562","4,527","7,505","8,278","7,866","5,148","5,817","3,313","3,486","1,123",422
2016년 02월 10일,국제,출발,"1,340",0,0,0,172,155,0,532,"5,604","8,501","5,009","5,247","3,493","4,512","4,806","4,430","2,393","3,224","3,570","5,858","6,387","4,637","3,171","1,620"
2016년 02월 11일,국내,도착,0,0,0,0,0,0,0,0,244,0,0,148,0,0,0,0,0,161,0,0,0,0,263,"1,087"
2016년 02월 11일,국내,출발,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,125,0,403,0,0,0,0
2016년 02월 11일,국제,도착,290,299,175,388,"3,697","5,344","6,386","4,523","3,580","2,426","2,259","5,964","2,929","4,552","3,628","6,505","7,458","7,219","5,850","4,046","3,662","3,531","1,252",167
2016년 02월 11일,국제,출발,"1,080",466,0,298,170,0,0,827,"5,004","6,995","6,109","5,110","2,875","4,886","4,272","4,373","3,078","3,363","3,336","6,571","6,146","5,528","2,340","1,439"
2016년 02월 12일,국내,도착,360,144,0,0,0,0,0,105,65,102,0,173,0,0,0,0,0,0,0,34,0,386,0,552
2016년 02월 12일,국내,출발,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0
2016년 02월 12일,국제,도착,186,0,170,367,"3,338","5,310","6,410","3,698","3,725","2,614","1,912","4,608","2,781","3,631","3,343","6,531","6,716","7,662","5,793","3,875","3,893","2,591","1,231",812
2016년 02월 12일,국제,출발,979,403,0,0,175,0,0,763,"4,267","6,547","7,325","4,733","5,537","4,599","4,390","4,256","3,015","2,951","2,629","5,518","6,512","4,452","4,109","1,104"
2016년 02월 13일,국내,도착,0,0,0,0,0,0,0,0,200,67,0,0,0,0,0,0,0,88,0,0,0,0,154,302
2016년 02월 13일,국내,출발,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,135,247,0,134,0
2016년 02월 13일,국제,도착,112,0,173,406,"2,049","4,548","6,507","3,215","2,690","3,864","2,175","5,584","3,271","4,399","3,870","5,832","7,966","9,149","5,087","4,552","3,747","2,779","1,052",801
2016년 02월 13일,국제,출발,"1,762",908,0,0,166,0,0,465,"3,843","9,127","5,080","5,462","5,221","4,504","5,002","3,562","3,223","4,132","4,478","4,489","5,450","6,105","4,423","2,672"
2016년 02월 14일,국내,도착,0,0,0,0,0,0,0,110,171,0,0,188,0,0,0,0,0,251,0,0,0,0,125,0
2016년 02월 14일,국내,출발,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,186,266,206,0,0,0
2016년 02월 14일,국제,도착,726,349,311,0,"1,916","4,922","3,302","5,021","4,750","3,640","3,813","6,003","3,127","2,985","5,768","6,077","6,897","9,566","7,333","3,973","5,203","3,883","2,870",89
2016년 02월 14일,국제,출발,"1,733",186,56,157,183,154,0,865,"4,284","7,625","5,795","5,483","6,339","5,609","5,572","5,079","4,730","4,259","2,803","6,596","6,449","5,821","4,254","2,838"
2016년 02월 15일,국내,도착,0,0,0,0,0,0,0,117,264,0,0,178,0,0,0,0,0,185,0,0,0,0,0,0
2016년 02월 15일,국내,출발,0,0,0,0,0,0,0,0,163,0,0,0,0,0,31,0,0,145,0,240,0,0,0,0
2016년 02월 15일,국제,도착,484,146,167,183,"2,976","4,896","6,417","3,857","3,706","3,567","2,472","4,984","3,443","3,169","4,706","7,068","6,833","7,492","5,707","4,679","3,789","1,657","1,718",485
2016년 02월 15일,국제,출발,"1,343",493,147,0,178,109,166,464,"5,843","7,816","6,263","6,826","5,625","4,978","4,769","5,168","3,155","3,092","3,851","7,325","6,607","3,476","4,056","2,377"
2016년 02월 16일,국내,도착,0,0,0,0,0,0,0,83,73,120,0,182,0,0,0,0,0,179,0,0,0,0,95,0
2016년 02월 16일,국내,출발,0,0,0,0,0,0,0,0,25,91,0,0,0,0,37,0,0,214,0,365,0,0,0,0
2016년 02월 16일,국제,도착,96,127,166,199,"3,318","3,896","6,813","2,489","3,742","2,531","1,938","3,722","3,669","3,100","3,905","4,390","6,887","7,643","5,500","4,414","3,772","2,755",816,136
2016년 02월 16일,국제,출발,"1,752",164,106,0,175,0,0,495,"4,736","6,241","8,825","5,486","5,045","4,939","4,393","5,627","2,692","3,576","2,862","7,386","5,005","5,871","2,666",650
2016년 02월 17일,국내,도착,0,0,0,0,0,0,0,93,93,115,0,184,0,104,0,0,0,232,0,0,0,107,0,0
2016년 02월 17일,국내,출발,0,0,0,0,0,0,0,18,128,0,0,0,0,0,27,0,0,88,0,224,177,0,0,0
2016년 02월 17일,국제,도착,81,0,151,163,"2,446","3,820","7,281","2,841","2,911","2,487","1,479","4,199","3,210","4,095","3,512","6,482","7,749","7,269","3,293","3,471","3,193","3,156","1,051",140
2016년 02월 17일,국제,출발,"1,460",201,0,0,173,0,0,475,"5,648","9,148","6,632","6,113","4,173","4,839","5,199","5,555","3,017","4,093","4,083","7,689","6,878","5,266","3,262","1,023"
2016년 02월 18일,국내,도착,0,0,0,0,0,0,0,93,108,0,0,156,0,0,0,0,0,169,0,0,0,0,169,0
2016년 02월 18일,국내,출발,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,172,0,201,175,0,0,0
2016년 02월 18일,국제,도착,53,0,138,0,"2,604","3,879","6,320","2,876","3,890","2,849","2,002","4,159","3,616","3,227","3,947","5,241","6,330","7,338","3,992","3,890","3,610","3,046","1,167",133
2016년 02월 18일,국제,출발,"1,673",210,0,0,165,0,0,870,"5,083","8,752","6,804","5,663","4,828","4,729","4,721","4,600","3,790","3,985","3,649","7,177","5,942","5,542","3,430","1,680"
2016년 02월 19일,국내,도착,0,0,0,0,0,0,0,86,94,100,0,160,0,0,0,0,0,136,63,0,0,0,0,0
2016년 02월 19일,국내,출발,0,0,0,0,0,0,0,0,47,110,0,0,0,0,43,0,0,129,0,310,0,0,0,0
2016년 02월 19일,국제,도착,111,138,0,141,"2,566","4,984","6,701","2,723","4,060","2,289","2,705","4,015","3,294","3,104","3,536","7,776","5,039","7,850","4,786","4,388","2,488","3,263","1,083",668
2016년 02월 19일,국제,출발,"1,648",183,0,0,177,0,0,903,"4,960","9,584","5,653","5,422","5,088","4,872","5,447","5,575","3,541","3,390","3,919","7,959","6,288","5,637","2,726",657
2016년 02월 20일,국내,도착,0,0,0,0,0,0,0,167,121,0,0,183,0,0,0,0,0,184,0,0,0,0,133,0
2016년 02월 20일,국내,출발,0,0,0,0,0,0,0,0,163,0,0,0,0,0,77,0,0,178,0,178,178,0,0,0
2016년 02월 20일,국제,도착,809,530,0,499,"2,294","4,462","6,298","3,307","3,470","2,972","2,266","5,372","2,263","4,129","3,592","7,926","6,421","7,739","4,154","4,281","2,335","2,547","2,067",651
2016년 02월 20일,국제,출발,"2,394",955,0,0,177,0,0,681,"5,263","8,705","6,705","5,729","4,976","5,459","4,666","5,202","3,819","4,004","3,276","7,498","6,266","4,245","2,649","1,200"
2016년 02월 21일,국내,도착,0,0,0,0,0,0,0,103,163,0,0,180,0,0,0,0,0,257,0,0,0,0,160,0
2016년 02월 21일,국내,출발,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,179,0,461,0,0,0,0
2016년 02월 21일,국제,도착,80,0,107,187,"2,392","4,570","6,658","3,824","4,003","3,207","2,677","4,349","2,982","3,613","4,118","7,965","7,597","7,783","4,219","5,313","3,519","4,834","1,564",353
2016년 02월 21일,국제,출발,"1,706",404,0,135,180,0,0,870,"5,396","8,460","7,289","5,267","5,646","5,306","5,189","5,769","4,013","4,413","3,978","7,343","4,964","5,903","4,348","1,380"
2016년 02월 22일,국내,도착,0,0,0,0,0,0,0,96,86,62,0,176,0,0,0,0,0,231,0,0,0,0,0,160
2016년 02월 22일,국내,출발,0,0,0,0,0,0,0,0,186,0,0,0,0,0,54,0,0,142,0,251,0,0,0,0
2016년 02월 22일,국제,도착,55,0,167,516,"2,944","4,865","7,284","3,071","3,893","2,406","1,894","4,395","3,275","3,257","3,618","5,766","7,591","7,412","4,110","4,277","3,893","2,434","1,314",178
2016년 02월 22일,국제,출발,"1,801",220,0,0,166,0,0,513,"5,390","8,441","6,710","5,841","4,185","4,925","4,928","5,176","3,110","3,131","3,423","6,870","7,178","4,761","2,376","1,297"
2016년 02월 23일,국내,도착,0,0,0,0,0,0,0,68,142,0,0,160,0,0,0,0,0,127,0,0,0,0,43,149
2016년 02월 23일,국내,출발,0,0,0,0,0,0,0,68,125,0,0,0,0,0,56,0,0,200,0,335,0,0,0,0
2016년 02월 23일,국제,도착,111,201,0,507,"2,468","5,404","6,922","2,795","2,796","2,576","1,826","4,761","2,576","3,760","3,778","6,180","6,988","7,502","5,075","4,204","3,120","2,731","1,164",175
2016년 02월 23일,국제,출발,"1,192",104,0,0,159,0,0,430,"6,042","8,355","5,900","4,768","3,779","4,426","4,846","4,308","2,477","4,083","2,738","6,009","5,031","4,314","2,119",480
2016년 02월 24일,국내,도착,0,0,0,0,0,0,0,100,193,0,0,176,89,0,0,0,0,236,0,0,0,0,149,0
2016년 02월 24일,국내,출발,0,0,0,0,0,0,0,0,164,0,0,0,0,0,44,0,0,160,0,169,150,0,0,0
2016년 02월 24일,국제,도착,125,159,141,181,"2,635","4,079","6,885","4,102","2,619","2,502","1,643","5,111","3,506","4,152","3,056","7,457","7,079","8,370","3,785","4,021","3,831","3,162","1,756",640
2016년 02월 24일,국제,출발,"1,275",0,0,0,171,0,0,622,"5,614","8,562","6,381","4,744","3,875","4,998","5,400","4,740","3,242","3,483","3,445","6,635","6,133","4,895","2,758","1,102"
2016년 02월 25일,국내,도착,0,0,0,0,0,0,0,106,123,0,0,171,0,0,0,0,0,169,0,0,0,0,175,0
2016년 02월 25일,국내,출발,0,0,0,0,0,0,0,0,41,132,0,0,0,0,0,0,0,168,0,282,178,0,0,0
2016년 02월 25일,국제,도착,116,0,165,187,"3,062","4,210","6,511","3,964","3,736","2,238","1,733","4,874","3,208","3,987","4,662","5,910","7,028","7,208","5,591","4,400","3,684","3,556","1,120",354
2016년 02월 25일,국제,출발,"1,458",365,0,0,175,0,0,836,"5,753","7,992","6,478","6,046","3,649","4,162","4,979","5,197","3,629","2,764","3,494","7,328","6,077","4,888","2,961","1,800"
2016년 02월 26일,국내,도착,0,0,0,0,0,0,0,122,124,93,0,186,0,0,0,0,0,227,0,0,0,0,0,293
2016년 02월 26일,국내,출발,0,0,0,0,0,0,0,0,38,114,0,0,0,0,74,0,0,137,0,136,189,0,0,0
2016년 02월 26일,국제,도착,160,158,0,513,"2,727","5,435","5,551","4,406","2,777","3,004","2,778","5,169","2,905","5,188","3,432","6,211","7,986","8,730","5,354","4,745","4,368","3,707","1,070",185
2016년 02월 26일,국제,출발,991,380,0,0,167,0,0,"1,006","5,316","8,173","7,466","5,631","5,045","4,680","5,033","5,657","2,700","3,478","4,163","7,293","6,744","5,622","3,035",505
2016년 02월 27일,국내,도착,0,0,0,0,0,0,0,100,102,0,0,201,0,0,0,0,0,237,0,0,0,0,111,0
2016년 02월 27일,국내,출발,0,0,0,0,0,0,0,0,207,0,0,0,0,0,105,0,0,176,0,293,184,0,0,0
2016년 02월 27일,국제,도착,241,382,0,372,"3,000","4,870","6,933","3,489","3,294","3,351","2,015","5,382","2,009","4,360","5,235","6,409","7,493","7,887","6,022","3,764","3,831","3,690","1,129",352
2016년 02월 27일,국제,출발,"1,996",252,0,0,174,0,613,661,"6,137","8,395","7,787","5,594","4,189","5,374","4,768","4,894","3,794","3,459","2,816","6,722","7,288","4,230","1,901","1,112"
2016년 02월 28일,국내,도착,0,0,0,0,0,0,0,249,0,0,0,180,0,0,0,0,0,192,0,0,0,0,172,"1,595"
2016년 02월 28일,국내,출발,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,183,211,0,186,0,0
2016년 02월 28일,국제,도착,226,145,0,184,"3,370","5,244","6,408","3,441","4,622","2,387","2,147","5,477","3,519","4,393","2,893","7,570","9,209","9,265","3,807","3,559","3,460","6,128","2,339","1,012"
2016년 02월 28일,국제,출발,"1,526",203,0,0,170,0,0,840,"3,872","7,748","6,657","4,566","4,436","5,413","1,921","2,136","2,845","4,737","4,794","5,944","6,489","4,514","4,320","2,247"
2016년 02월 29일,국내,도착,179,0,0,0,0,0,0,67,79,102,0,177,0,0,0,0,0,190,0,0,0,0,0,0
2016년 02월 29일,국내,출발,0,0,0,0,0,0,0,0,126,0,0,0,0,0,68,0,0,151,0,133,183,0,0,0
2016년 02월 29일,국제,도착,216,237,166,361,"2,289","4,204","5,166","4,433","4,380","3,809","3,778","5,347","3,379","3,579","3,265","6,779","6,904","6,704","5,913","5,199","4,525","3,377","1,384",176
2016년 02월 29일,국제,출발,"1,037",54,364,0,158,0,0,562,"3,584","5,952","5,010","4,846","3,865","4,734","4,822","4,042","2,289","2,868","2,771","5,815","4,667","4,671","2,183",714
2016년 03월 01일,국내,도착,0,0,0,0,0,0,0,153,84,0,0,184,0,0,0,0,0,163,0,0,0,0,169,0
2016년 03월 01일,국내,출발,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,94,0,153,0,365,0,0,0,0
2016년 03월 01일,국제,도착,413,171,0,165,"3,326","5,408","6,526","2,845","3,732","2,362","3,141","3,842","3,488","4,642","4,234","6,662","6,488","7,816","5,228","5,886","3,920","2,577","1,059",655
2016년 03월 01일,국제,출발,"1,369",156,0,0,133,0,0,603,"4,362","7,192","5,325","4,381","4,077","3,655","4,206","3,984","1,837","2,653","3,502","5,327","4,638","3,170","1,001",279
2016년 03월 02일,국내,도착,0,0,0,0,0,0,0,176,60,0,0,176,0,31,0,0,0,161,0,0,0,0,43,0
2016년 03월 02일,국내,출발,0,0,0,0,0,0,0,0,206,0,0,0,0,0,43,0,0,98,0,175,138,0,0,0
2016년 03월 02일,국제,도착,233,0,169,0,"2,785","5,165","6,744","3,154","3,413","2,806","1,094","4,169","4,869","3,583","2,848","6,198","7,550","7,444","4,251","4,391","3,503","2,660",891,334
2016년 03월 02일,국제,출발,696,132,0,150,122,0,0,578,"4,382","6,817","4,967","4,222","2,454","4,245","3,677","4,013","1,983","2,592","2,643","5,753","5,007","3,791","1,820","1,012"
2016년 03월 03일,국내,도착,0,0,0,0,0,0,0,55,114,0,0,121,0,0,0,0,0,147,0,0,0,0,29,0
2016년 03월 03일,국내,출발,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,112,0,119,275,0,0,0
2016년 03월 03일,국제,도착,102,170,0,393,"2,576","4,072","5,605","2,212","2,860","2,037","1,435","4,833","2,410","3,104","4,379","5,018","6,323","6,665","3,935","3,487","2,911","3,029",569,100
2016년 03월 03일,국제,출발,"1,212",175,0,0,0,0,0,542,"4,400","7,098","4,916","4,533","3,188","3,230","3,871","3,957","2,227","2,417","2,605","5,877","5,151","3,657","1,550",947
2016년 03월 04일,국내,도착,0,0,0,0,0,0,0,0,142,65,0,148,0,0,0,0,0,160,0,0,0,0,0,0
2016년 03월 04일,국내,출발,0,0,0,0,0,0,0,0,138,0,0,0,0,0,39,0,0,116,0,116,176,0,0,0
2016년 03월 04일,국제,도착,184,0,159,448,"2,348","5,135","4,817","2,255","2,078","2,327","1,931","4,263","3,404","2,967","3,582","6,190","6,196","6,913","4,520","3,041","3,665","2,544","1,235",460
2016년 03월 04일,국제,출발,"1,137",155,0,0,135,0,0,725,"4,319","6,975","4,911","3,655","3,518","4,053","3,595","3,965","2,407","3,070","2,533","6,851","4,859","4,452","1,829",746
2016년 03월 05일,국내,도착,0,0,0,0,0,0,0,81,77,90,0,158,0,0,0,0,0,184,0,0,0,0,0,4
2016년 03월 05일,국내,출발,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,35,0,0,0,87,352,0,0,0
2016년 03월 05일,국제,도착,215,199,167,304,"3,100","4,304","5,967","3,548","2,953","2,460","1,645","4,099","3,397","2,061","4,839","5,150","7,173","5,670","5,746","3,844","3,064","2,995","1,422",363
2016년 03월 05일,국제,출발,"1,849",257,0,143,142,0,0,720,"4,150","7,230","5,198","3,272","3,480","2,195","3,401","3,669","3,609","3,412","2,820","6,376","4,546","3,809","1,432","1,506"
2016년 03월 06일,국내,도착,0,0,0,0,0,0,0,0,184,0,0,190,0,0,0,0,0,224,0,0,0,0,88,0
2016년 03월 06일,국내,출발,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,172,238,0,0,0,0
2016년 03월 06일,국제,도착,151,158,0,157,"3,023","4,858","5,246","3,318","2,829","2,306","2,368","4,141","3,121","3,667","3,540","5,373","7,963","8,930","5,106","3,911","3,945","2,917","1,396",581
2016년 03월 06일,국제,출발,"1,766",351,87,0,0,0,0,668,"3,704","6,159","5,686","4,440","3,299","4,247","4,422","4,621","2,871","3,406","2,915","6,226","5,560","4,507","3,149","1,062"
2016년 03월 07일,국내,도착,0,0,0,0,0,0,0,0,294,110,0,182,0,0,0,0,0,213,0,0,0,0,0,0
2016년 03월 07일,국내,출발,0,0,0,0,0,0,0,153,180,0,0,0,0,0,26,0,0,126,0,106,122,0,0,0
2016년 03월 07일,국제,도착,155,161,0,495,"2,605","4,635","5,595","3,003","2,984","1,770","1,994","4,316","3,187","3,815","2,766","5,789","5,617","5,008","5,406","3,018","3,264","2,104",858,455
2016년 03월 07일,국제,출발,"1,242",0,0,0,166,0,0,533,"4,393","6,919","6,542","4,586","2,775","5,074","4,319","4,197","2,093","2,573","3,290","6,440","5,315","4,337","1,780",876
2016년 03월 08일,국내,도착,0,0,0,0,0,0,0,60,67,55,0,181,0,0,0,0,121,36,0,0,0,42,0,0
2016년 03월 08일,국내,출발,0,0,0,0,0,0,0,0,113,0,0,0,0,0,52,0,0,149,0,321,0,0,0,0
2016년 03월 08일,국제,도착,274,0,169,321,"2,450","4,268","4,685","2,087","2,348","2,056","1,138","3,243","2,973","3,078","2,408","4,515","5,197","6,395","4,456","4,007","2,997","1,338",821,251
2016년 03월 08일,국제,출발,897,170,0,0,136,0,0,529,"4,357","6,913","5,512","3,238","2,544","4,313","3,573","4,090","1,830","2,500","2,564","5,561","4,859","3,505","1,052",481
2016년 03월 09일,국내,도착,0,0,0,0,0,0,0,60,132,0,0,184,0,57,0,0,132,26,0,0,0,0,31,0
2016년 03월 09일,국내,출발,0,0,0,0,0,0,0,0,153,0,0,0,0,0,41,0,0,96,0,266,0,0,0,0
2016년 03월 09일,국제,도착,76,161,0,164,"2,225","4,218","4,062","2,163","2,252","1,636","1,094","3,910","2,545","3,039","2,600","6,053","6,142","4,250","4,545","2,884","3,070","2,078",963,301
2016년 03월 09일,국제,출발,854,0,0,0,141,0,0,534,"4,251","7,220","4,568","4,197","2,811","4,014","3,500","3,734","1,906","3,173","2,685","6,339","5,475","4,633","2,065",878
2016년 03월 10일,국내,도착,0,0,0,0,0,0,0,76,161,0,0,164,0,0,0,0,83,84,0,0,0,0,41,0
2016년 03월 10일,국내,출발,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,98,0,111,184,0,0,0
2016년 03월 10일,국제,도착,73,0,164,348,"2,629","3,855","4,744","1,857","2,335","1,401","1,306","4,279","2,924","3,285","3,132","3,986","5,574","7,329","3,664","3,164","2,827","1,958","1,097",279
2016년 03월 10일,국제,출발,"1,084",186,0,0,143,0,0,615,"4,802","7,436","6,035","4,244","2,460","3,954","4,114","4,408","2,410","2,073","2,802","6,503","6,172","4,030","1,766","1,082"
2016년 03월 11일,국내,도착,0,0,0,0,0,0,0,171,0,100,0,189,0,0,0,0,187,53,0,0,0,0,0,0
2016년 03월 11일,국내,출발,0,0,0,0,0,0,0,0,139,0,0,0,0,0,30,0,0,179,0,273,0,0,0,0
2016년 03월 11일,국제,도착,115,0,159,498,"3,034","4,915","4,588","1,879","3,412","2,055","1,877","4,423","3,166","3,095","3,265","6,734","5,958","7,167","4,842","3,709","3,200","2,279","1,232",79
2016년 03월 11일,국제,출발,"1,255",203,0,0,141,0,0,"1,016","4,691","6,825","6,224","4,989","3,459","3,945","3,674","4,897","2,090","3,112","3,554","6,243","5,719","5,107","1,976",577
2016년 03월 12일,국내,도착,0,0,0,0,0,0,0,85,96,79,0,150,0,0,0,0,0,172,0,0,0,0,53,0
2016년 03월 12일,국내,출발,0,0,0,0,0,0,0,0,169,0,0,0,0,0,55,0,0,176,0,45,249,0,0,0
2016년 03월 12일,국제,도착,332,0,162,400,"2,610","5,063","5,038","2,451","3,290","2,009","1,702","4,182","3,150","3,197","3,627","6,197","6,327","6,557","4,590","4,010","3,004","2,465",912,298
2016년 03월 12일,국제,출발,"1,693",241,0,165,0,0,0,614,"4,111","6,904","5,809","3,847","3,452","4,445","4,475","3,685","2,680","3,213","3,071","5,813","4,921","3,344","2,467",999
2016년 03월 13일,국내,도착,0,0,0,0,0,0,0,65,143,0,0,179,0,0,0,0,132,75,0,0,0,0,139,0
2016년 03월 13일,국내,출발,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,184,0,232,172,0,0,0
2016년 03월 13일,국제,도착,145,160,0,184,"2,447","4,496","5,411","2,849","3,148","2,524","2,055","4,568","3,613","3,075","3,274","8,015","7,217","9,403","4,334","4,452","4,151","3,697","1,074",126
2016년 03월 13일,국제,출발,"1,238",402,127,0,0,0,0,555,"3,881","5,721","6,988","4,174","2,981","4,451","4,713","4,852","3,564","3,367","3,744","6,513","5,974","4,051","2,100",641
2016년 03월 14일,국내,도착,0,0,0,0,0,0,0,165,110,0,0,188,0,0,0,0,0,196,0,0,0,0,0,0
2016년 03월 14일,국내,출발,0,0,0,0,0,0,0,0,179,0,0,0,0,0,26,0,0,127,0,238,0,0,0,0
2016년 03월 14일,국제,도착,144,0,326,745,"2,992","5,088","5,327","2,311","2,685","2,392","1,870","3,780","3,292","3,223","3,629","6,050","5,255","7,135","3,552","3,890","2,458","2,215",993,245
2016년 03월 14일,국제,출발,"1,259",192,0,0,158,0,0,651,"4,483","6,659","6,179","4,881","2,615","4,480","3,743","3,886","2,402","2,998","3,285","6,346","4,967","3,021","1,996",489
2016년 03월 15일,국내,도착,0,0,0,0,0,0,0,77,143,0,0,183,0,0,0,0,0,144,0,0,0,0,97,0
2016년 03월 15일,국내,출발,0,0,0,0,0,0,0,0,125,0,0,0,0,0,47,0,0,177,0,323,0,0,0,0
2016년 03월 15일,국제,도착,141,0,151,798,"2,844","4,068","4,939","2,252","2,022","2,250","1,175","3,651","2,050","3,734","3,501","5,120","6,209","6,007","3,946","3,877","2,578","1,530",939,105
2016년 03월 15일,국제,출발,616,0,139,158,129,0,0,772,"4,435","6,907","5,036","3,650","2,984","4,238","3,463","4,866","2,245","2,732","2,939","5,965","4,169","3,399",476,623
2016년 03월 16일,국내,도착,0,0,0,0,0,0,0,80,96,113,0,181,0,57,0,0,0,167,0,0,0,0,33,0
2016년 03월 16일,국내,출발,0,0,0,0,0,0,0,0,129,0,0,0,0,0,30,0,0,127,0,335,0,0,0,0
2016년 03월 16일,국제,도착,105,0,167,513,"2,758","3,488","4,347","2,426","2,613","2,112","1,279","4,048","3,039","4,019","3,073","5,270","6,142","6,856","3,546","3,589","2,920","1,594",852,232
2016년 03월 16일,국제,출발,"1,128",160,0,0,133,0,0,477,"4,740","6,492","6,088","3,843","3,720","3,905","4,423","4,281","2,015","3,083","3,199","6,132","5,918","4,575","1,660",815
2016년 03월 17일,국내,도착,0,0,0,0,0,0,0,79,144,0,0,183,0,0,0,0,0,173,0,0,0,0,40,0
2016년 03월 17일,국내,출발,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,170,0,442,0,0,0,0
2016년 03월 17일,국제,도착,117,0,167,495,"2,612","4,734","3,848","2,010","2,029","1,869","1,697","4,615","3,025","3,113","4,436","4,967","6,531","6,782","4,103","3,212","3,017","2,480",812,118
2016년 03월 17일,국제,출발,"1,488",196,0,0,145,0,0,691,"4,338","8,225","6,803","4,299","2,637","4,569","3,974","4,716","2,332","2,951","2,791","6,596","5,725","4,056","1,487","1,696"
2016년 03월 18일,국내,도착,0,0,0,0,0,0,0,145,122,0,92,183,0,0,0,0,0,217,0,0,0,0,0,204
2016년 03월 18일,국내,출발,0,0,0,0,0,0,0,0,173,0,0,0,0,0,63,0,0,182,0,272,0,0,0,0
2016년 03월 18일,국제,도착,204,164,0,565,"3,980","4,638","3,926","2,654","2,853","1,673","1,875","4,657","3,259","3,727","3,555","7,680","7,559","6,978","3,982","3,932","3,319","2,579","1,333",200
2016년 03월 18일,국제,출발,"1,183",0,0,0,131,0,0,757,"4,739","8,470","5,669","4,983","4,010","3,852","4,142","4,992","2,516","4,019","3,976","6,679","5,721","4,397","1,935",161
