Year,Month,Day,Count,distance2017,temperture2017,windpower2017
2017,1,1,1,3160.0,0.22,3.6
2017,1,1,2,1800.0,2.45,5.833333333333333
2017,1,1,3,4833.333333333333,7.416666666666667,5.666666666666667
2017,1,1,4,5500.0,6.733333333333333,4.666666666666667
2017,1,2,1,3433.333333333333,5.15,6.5
2017,1,2,2,3233.333333333333,6.599999999999999,6.833333333333333
2017,1,2,3,2416.6666666666665,8.15,8.166666666666666
2017,1,2,4,1700.0,3.9166666666666665,8.333333333333334
2017,1,3,1,1566.6666666666667,-0.3,3.8333333333333335
2017,1,3,2,2466.6666666666665,0.2,2.1666666666666665
2017,1,3,3,9500.0,6.016666666666667,7.0
2017,1,3,4,10000.0,4.5,3.1666666666666665
2017,1,4,1,4750.0,3.983333333333333,4.666666666666667
2017,1,4,2,2133.333333333333,3.1,2.833333333333333
2017,1,4,3,9166.666666666666,6.949999999999999,8.333333333333334
2017,1,4,4,10000.0,3.8000000000000007,7.5
2017,1,5,1,10000.0,1.55,3.0
2017,1,5,2,9666.666666666666,1.75,9.0
2017,1,5,3,10000.0,6.616666666666667,8.833333333333334
2017,1,5,4,10000.0,7.0,5.5
2017,1,6,1,10000.0,4.9,5.666666666666667
2017,1,6,2,10000.0,4.35,6.166666666666667
2017,1,6,3,10000.0,8.866666666666667,5.5
2017,1,6,4,8666.666666666666,3.666666666666666,2.0
2017,1,7,1,4200.0,0.7833333333333333,3.333333333333333
2017,1,7,2,5500.0,2.4666666666666663,3.6666666666666665
2017,1,7,3,6500.0,7.716666666666666,4.166666666666667
2017,1,7,4,7833.333333333333,4.3,4.5
2017,1,8,1,9000.0,4.233333333333333,7.0
2017,1,8,2,9666.666666666666,4.6000000000000005,9.0
2017,1,8,3,10000.0,8.249999999999998,6.166666666666667
2017,1,8,4,8166.666666666667,5.766666666666667,9.833333333333334
2017,1,9,1,4833.333333333333,4.25,11.833333333333334
2017,1,9,2,4700.0,2.6,11.5
2017,1,9,3,9333.333333333334,3.583333333333333,13.166666666666666
2017,1,9,4,10000.0,-0.25,10.333333333333334
2017,1,10,1,10000.0,-2.5499999999999994,7.333333333333333
2017,1,10,2,9500.0,-1.633333333333333,4.333333333333333
2017,1,10,3,10000.0,0.55,13.0
2017,1,10,4,10000.0,-3.766666666666666,15.166666666666666
2017,1,11,1,10000.0,-5.266666666666667,11.666666666666666
2017,1,11,2,10000.0,-4.283333333333334,4.5
2017,1,11,3,10000.0,0.7166666666666667,6.666666666666667
2017,1,11,4,10000.0,0.1999999999999999,4.333333333333333
2017,1,12,1,7000.0,1.95,11.5
2017,1,12,2,9666.666666666666,0.4666666666666667,6.333333333333333
2017,1,12,3,10000.0,0.9166666666666664,13.166666666666666
2017,1,12,4,10000.0,-2.7000000000000006,12.666666666666666
2017,1,13,1,10000.0,-4.533333333333333,6.833333333333333
2017,1,13,2,7250.0,-5.516666666666667,8.333333333333334
2017,1,13,3,10000.0,-2.3166666666666664,11.0
2017,1,13,4,10000.0,-4.883333333333333,13.0
2017,1,14,1,10000.0,-6.433333333333334,13.333333333333334
2017,1,14,2,10000.0,-7.283333333333332,15.166666666666666
2017,1,14,3,10000.0,-4.783333333333334,17.833333333333332
2017,1,14,4,10000.0,-6.449999999999999,15.5
2017,1,15,1,10000.0,-7.499999999999999,12.166666666666666
2017,1,15,2,10000.0,-6.716666666666666,9.833333333333334
2017,1,15,3,10000.0,-2.3,7.166666666666667
2017,1,15,4,10000.0,-2.716666666666667,8.666666666666666
2017,1,16,1,10000.0,-6.083333333333333,5.333333333333333
2017,1,16,2,10000.0,-5.216666666666667,4.0
2017,1,16,3,10000.0,-0.05,4.833333333333333
2017,1,16,4,10000.0,-3.0500000000000003,2.333333333333333
2017,1,17,1,10000.0,-5.8,2.333333333333333
2017,1,17,2,8166.666666666667,-3.866666666666667,4.166666666666667
2017,1,17,3,9666.666666666666,1.8166666666666669,2.5
2017,1,17,4,10000.0,1.3833333333333335,3.333333333333333
2017,1,18,1,7500.0,0.1666666666666666,3.5
2017,1,18,2,4950.0,0.0166666666666666,3.6666666666666665
2017,1,18,3,2450.0,2.35,4.333333333333333
2017,1,18,4,3533.333333333333,-0.5,3.1666666666666665
2017,1,19,1,4500.0,-2.783333333333333,5.0
2017,1,19,2,3883.3333333333335,-2.4833333333333334,4.0
2017,1,19,3,8333.333333333334,1.4500000000000002,5.666666666666667
2017,1,19,4,6500.0,0.35,2.0
2017,1,20,1,2075.0,-1.2333333333333334,7.5
2017,1,20,2,3916.6666666666665,-3.6666666666666665,19.0
2017,1,20,3,8500.0,-3.266666666666667,17.666666666666668
2017,1,20,4,10000.0,-4.716666666666667,8.5
2017,1,21,1,10000.0,-7.616666666666667,5.0
2017,1,21,2,6916.666666666667,-6.016666666666667,4.0
2017,1,21,3,3150.0,-1.883333333333333,7.833333333333333
2017,1,21,4,8350.0,-0.1166666666666666,13.166666666666666
2017,1,22,1,5233.333333333333,-5.516666666666666,18.666666666666668
2017,1,22,2,10000.0,-7.233333333333333,13.833333333333334
2017,1,22,3,10000.0,-6.016666666666667,14.5
2017,1,22,4,10000.0,-7.333333333333333,14.666666666666666
2017,1,23,1,10000.0,-8.35,11.833333333333334
2017,1,23,2,10000.0,-9.283333333333331,11.666666666666666
2017,1,23,3,10000.0,-5.666666666666667,10.166666666666666
2017,1,23,4,10000.0,-6.716666666666666,7.833333333333333
2017,1,24,1,10000.0,-9.866666666666667,2.833333333333333
2017,1,24,2,10000.0,-7.666666666666667,4.333333333333333
2017,1,24,3,10000.0,-3.333333333333333,6.0
2017,1,24,4,10000.0,-4.1000000000000005,5.5
2017,1,25,1,10000.0,-8.366666666666667,2.5
2017,1,25,2,10000.0,-6.816666666666666,2.0
2017,1,25,3,10000.0,-1.0666666666666669,3.6666666666666665
2017,1,25,4,10000.0,-3.4166666666666665,2.1666666666666665
2017,1,26,1,8166.666666666667,-4.816666666666666,4.166666666666667
2017,1,26,2,5033.333333333333,-3.333333333333333,9.333333333333334
2017,1,26,3,6833.333333333333,1.4,12.833333333333334
2017,1,26,4,5366.666666666667,4.0,15.666666666666666
2017,1,27,1,6883.333333333333,1.3666666666666665,19.0
2017,1,27,2,10000.0,-2.8666666666666667,12.333333333333334
2017,1,27,3,10000.0,-0.7833333333333333,10.0
2017,1,27,4,10000.0,-3.5,6.333333333333333
2017,1,28,1,10000.0,-6.25,4.0
2017,1,28,2,10000.0,-5.2,6.166666666666667
2017,1,28,3,10000.0,1.6,6.333333333333333
2017,1,28,4,10000.0,1.15,5.166666666666667
2017,1,29,1,10000.0,0.9,6.166666666666667
2017,1,29,2,6383.333333333333,0.8833333333333333,6.333333333333333
2017,1,29,3,2216.6666666666665,0.45,6.833333333333333
2017,1,29,4,3216.6666666666665,-4.625929269271485e-18,9.666666666666666
2017,1,30,1,5150.0,-2.0166666666666666,14.666666666666666
2017,1,30,2,8666.666666666666,-5.45,16.0
2017,1,30,3,10000.0,-3.9333333333333336,12.666666666666666
2017,1,30,4,10000.0,-6.116666666666667,7.166666666666667
2017,1,31,1,10000.0,-7.849999999999999,3.5
2017,1,31,2,10000.0,-6.650000000000001,2.6666666666666665
2017,1,31,3,10000.0,-1.883333333333333,3.6666666666666665
2017,1,31,4,10000.0,-3.1166666666666667,3.0
2017,2,1,1,10000.0,-4.233333333333333,1.6666666666666667
2017,2,1,2,10000.0,-1.5499999999999998,10.333333333333334
2017,2,1,3,10000.0,-0.35,13.666666666666666
2017,2,1,4,10000.0,-4.033333333333334,13.166666666666666
2017,2,2,1,10000.0,-5.883333333333333,9.833333333333334
2017,2,2,2,10000.0,-4.133333333333334,2.6666666666666665
2017,2,2,3,10000.0,2.45,6.833333333333333
2017,2,2,4,10000.0,1.9166666666666667,8.166666666666666
2017,2,3,1,10000.0,1.7666666666666666,4.333333333333333
2017,2,3,2,8000.0,0.6333333333333333,2.833333333333333
2017,2,3,3,8833.333333333334,5.166666666666667,4.833333333333333
2017,2,3,4,7333.333333333333,1.583333333333333,1.6666666666666667
2017,2,4,1,3150.0,-2.1666666666666665,1.8333333333333333
2017,2,4,2,1600.0,-0.4666666666666665,4.666666666666667
2017,2,4,3,3516.6666666666665,3.3000000000000003,4.833333333333333
2017,2,4,4,3933.3333333333335,2.2166666666666663,6.333333333333333
2017,2,5,1,3750.0,2.183333333333333,4.333333333333333
2017,2,5,2,3850.0,1.7333333333333334,4.0
2017,2,5,3,4400.0,2.266666666666667,9.666666666666666
2017,2,5,4,4383.333333333333,1.5333333333333332,12.833333333333334
