Year,Month,Day,Count,distance2019,temperture2019,windpower2019
2019,1,1,1,10000.0,-6.340000000000001,3.0
2019,1,1,2,10000.0,-5.966666666666668,2.5
2019,1,1,3,10000.0,-1.6,10.333333333333334
2019,1,1,4,10000.0,-4.283333333333334,11.333333333333334
2019,1,2,1,10000.0,-7.25,3.5
2019,1,2,2,10000.0,-5.333333333333333,4.0
2019,1,2,3,10000.0,-2.1,7.333333333333333
2019,1,2,4,10000.0,-4.25,5.5
2019,1,3,1,10000.0,-6.95,2.5
2019,1,3,2,10000.0,-5.566666666666666,2.0
2019,1,3,3,10000.0,0.3333333333333333,4.0
2019,1,3,4,10000.0,-2.833333333333333,3.5
2019,1,4,1,10000.0,-5.333333333333333,2.6666666666666665
2019,1,4,2,9666.666666666666,-3.5,4.333333333333333
2019,1,4,3,8500.0,2.016666666666667,5.0
2019,1,4,4,7333.333333333333,1.15,3.333333333333333
2019,1,5,1,4333.333333333333,-2.583333333333333,9.333333333333334
2019,1,5,2,9666.666666666666,-4.0,8.5
2019,1,5,3,10000.0,-1.3333333333333333,9.5
2019,1,5,4,10000.0,-3.7166666666666655,8.0
2019,1,6,1,10000.0,-5.633333333333334,3.5
2019,1,6,2,10000.0,-4.383333333333334,2.5
2019,1,6,3,10000.0,-0.3999999999999999,5.833333333333333
2019,1,6,4,10000.0,-3.283333333333333,2.6666666666666665
2019,1,7,1,9833.333333333334,-4.45,3.0
2019,1,7,2,10000.0,-3.8333333333333335,2.333333333333333
2019,1,7,3,10000.0,1.2166666666666666,6.166666666666667
2019,1,7,4,9833.333333333334,-1.0833333333333333,4.833333333333333
2019,1,8,1,10000.0,-4.016666666666667,5.5
2019,1,8,2,10000.0,-3.433333333333333,7.333333333333333
2019,1,8,3,10000.0,-0.6,13.833333333333334
2019,1,8,4,10000.0,-4.516666666666667,17.166666666666668
2019,1,9,1,10000.0,-7.116666666666667,8.166666666666666
2019,1,9,2,10000.0,-7.383333333333333,4.833333333333333
2019,1,9,3,10000.0,-2.6666666666666665,4.166666666666667
2019,1,9,4,10000.0,-4.45,2.6666666666666665
2019,1,10,1,10000.0,-4.216666666666667,2.6666666666666665
2019,1,10,2,10000.0,-2.4833333333333334,3.1666666666666665
2019,1,10,3,10000.0,1.0,5.333333333333333
